transcript_id,section,sent_id,dep_word_id,head,deprel,dep_lemma,dep_text,dep_upos,verb_word_id,verb_lemma,verb_category,edge_role_detail,agency_role,group,long_cluster
creativity_0022,project_example,3,1,3,nsubj:pass,i,I,PRON,3,ask,AI_USE,SUBJECT_PASS,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,3,5,3,xcomp,create,create,VERB,3,ask,AI_USE,XCOMP,OTHER,"Art, design, crafts",1
creativity_0022,project_example,3,7,5,obj,file,files,NOUN,5,create,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,3,8,11,nsubj:pass,that,that,PRON,11,use,AI_USE,SUBJECT_PASS,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,3,20,16,obj,member,members,NOUN,16,train,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,4,4,5,nsubj,i,I,PRON,5,use,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,project_example,4,7,5,obj,software,software,NOUN,5,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,5,1,5,csubj,use,Using,VERB,5,allow,CONTROL,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,project_example,5,4,1,obj,software,software,NOUN,1,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,5,6,5,obj,i,me,PRON,5,allow,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,5,8,5,xcomp,take,take,VERB,5,allow,CONTROL,XCOMP,OTHER,"Art, design, crafts",1
creativity_0022,project_example,5,23,21,obj,reality,reality,NOUN,21,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,6,1,3,nsubj,i,I,PRON,3,love,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,project_example,6,6,3,obj,option,options,NOUN,3,love,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,6,16,10,obj,platform,platform,NOUN,10,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,8,27,25,obj,file,files,NOUN,25,produce,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,10,10,11,nsubj,which,which,PRON,11,keep,CONTROL,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,project_example,10,12,11,obj,i,me,PRON,11,keep,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,10,28,29,nsubj,it,it,PRON,29,keep,CONTROL,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,project_example,10,30,29,obj,i,me,PRON,29,keep,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,12,16,14,obj,content,content,NOUN,14,create,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,12,22,21,xcomp,use,using,VERB,21,create,AUTHORSHIP,XCOMP,OTHER,"Art, design, crafts",1
creativity_0022,project_example,12,26,22,obj,tool,tool,NOUN,22,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,13,1,2,nsubj,this,This,PRON,2,save,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,project_example,13,3,2,iobj,i,me,PRON,2,save,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,13,4,2,obj,time,time,NOUN,2,save,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,13,5,6,nsubj,which,which,PRON,6,allow,CONTROL,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,project_example,13,7,6,iobj,i,me,PRON,6,allow,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,project_example,13,9,6,xcomp,focus,focus,VERB,6,allow,CONTROL,XCOMP,OTHER,"Art, design, crafts",1
creativity_0022,project_example,13,14,12,obj,content,content,NOUN,12,produce,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,dynamic,3,6,8,nsubj,i,I,PRON,8,drive,CONTROL,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,dynamic,3,10,8,obj,collaboration,collaboration,NOUN,8,drive,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,dynamic,5,10,9,obj,what,what,PRON,9,decide,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,dynamic,6,1,2,nsubj,i,I,PRON,2,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,dynamic,6,6,2,ccomp,early,earlier,ADV,2,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0022,dynamic,7,37,36,obj,it,it,PRON,36,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,5,3,obj,photo,photos,NOUN,3,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,14,12,obj,editing,editing,NOUN,12,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,20,23,nsubj,i,I,PRON,23,use,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,25,23,obj,tool,tools,NOUN,23,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,26,27,nsubj,that,that,PRON,27,create,AUTHORSHIP,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,28,27,obj,what,what,PRON,27,create,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,38,37,obj,something,something,PRON,37,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,53,50,obj,image,image,NOUN,50,produce,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,changed_aspects,2,1,4,nsubj,that,That,PRON,4,help,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,changed_aspects,2,6,4,obj,lot,lot,NOUN,4,help,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,changed_aspects,3,1,2,nsubj,i,I,PRON,2,save,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,changed_aspects,3,3,2,obj,time,time,NOUN,2,save,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,concerns,1,3,4,nsubj,i,I,PRON,4,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,concerns,2,18,17,obj,what,what,PRON,17,identify,IDEATION,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,concerns,3,22,25,nsubj:pass,it,it,PRON,25,use,AI_USE,SUBJECT_PASS,PATIENT,"Art, design, crafts",1
creativity_0022,concerns,3,30,25,obl:agent,ai,AI,PROPN,25,use,AI_USE,AGENT,AGENT,"Art, design, crafts",1
creativity_0022,concerns,4,8,7,obj,track,track,NOUN,7,keep,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,concerns,4,12,14,nsubj:pass,work,work,NOUN,14,use,AI_USE,SUBJECT_PASS,PATIENT,"Art, design, crafts",1
creativity_0022,concerns,4,16,14,obl:agent,other,others,NOUN,14,use,AI_USE,AGENT,AGENT,"Art, design, crafts",1
creativity_0022,concerns,7,2,8,nsubj:pass,much,much,ADJ,8,drive,CONTROL,SUBJECT_PASS,PATIENT,"Art, design, crafts",1
creativity_0022,concerns,7,13,8,xcomp,important,important,ADJ,8,drive,CONTROL,XCOMP,OTHER,"Art, design, crafts",1
creativity_0022,concerns,7,15,16,nsubj,i,I,PRON,16,worry,CONTROL,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,concerns,7,24,16,ccomp,leave,left,VERB,16,worry,CONTROL,CCOMP,OTHER,"Art, design, crafts",1
creativity_0022,concerns,8,6,5,obj,ai,AI,NOUN,5,develop,IDEATION,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,future,1,1,2,nsubj,i,I,PRON,2,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,future,1,12,2,ccomp,continue,continue,VERB,2,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0022,future,3,5,7,nsubj,you,you,PRON,7,tell,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,future,3,8,7,iobj,i,me,PRON,7,tell,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,future,3,9,11,nsubj,i,I,PRON,11,produce,AUTHORSHIP,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,future,3,11,7,ccomp,produce,produce,VERB,7,tell,AI_USE,CCOMP,OTHER,"Art, design, crafts",1
creativity_0022,future,3,13,11,obj,file,files,NOUN,11,produce,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,future,5,30,29,obj,product,products,NOUN,29,create,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0022,extra_comments,1,3,4,nsubj,i,I,PRON,4,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0022,extra_comments,1,7,4,ccomp,it,it,PRON,4,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0023,basic_job_description,1,1,2,nsubj,i,I,PRON,2,create,AUTHORSHIP,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,basic_job_description,1,4,2,obj,content,content,NOUN,2,create,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,basic_job_description,2,16,15,obj,video,video,NOUN,15,explore,IDEATION,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,walkthrough,1,1,2,nsubj,i,I,PRON,2,generate,AUTHORSHIP,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,walkthrough,1,3,2,obj,prompt,prompts,NOUN,2,generate,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,walkthrough,2,1,3,nsubj,i,I,PRON,3,generate,AUTHORSHIP,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,walkthrough,2,5,3,obj,lot,lot,NOUN,3,generate,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,walkthrough,3,1,2,nsubj,i,I,PRON,2,use,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,walkthrough,3,3,2,obj,platform,platforms,NOUN,2,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,walkthrough,3,10,5,obj,image,image,NOUN,5,generate,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,project_example,1,6,4,obj,tagline,tagline,NOUN,4,generate,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,project_example,4,12,10,obj,tagline,tagline,NOUN,10,generate,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,project_example,5,15,12,obj,option,options,NOUN,12,explore,IDEATION,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,dynamic,1,7,9,nsubj,i,I,PRON,9,use,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,dynamic,2,1,2,nsubj,i,I,PRON,2,prefer,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,dynamic,2,3,2,obj,chatbot,chatbots,NOUN,2,prefer,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,dynamic,2,7,5,obj,question,questions,NOUN,5,follow,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,dynamic,3,15,16,nsubj,i,I,PRON,16,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,dynamic,3,19,16,ccomp,consider,consider,VERB,16,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0023,changed_aspects,1,1,2,nsubj,i,I,PRON,2,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,changed_aspects,1,7,2,ccomp,writing,writing,NOUN,2,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0023,changed_aspects,2,7,8,nsubj,ai,AI,NOUN,8,help,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,changed_aspects,2,9,8,obj,i,me,PRON,8,help,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,changed_aspects,2,10,8,xcomp,execute,execute,VERB,8,help,AI_USE,XCOMP,OTHER,"Art, design, crafts",1
creativity_0023,changed_aspects,3,1,2,nsubj,i,I,PRON,2,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,changed_aspects,3,12,2,ccomp,standard,standard,NOUN,2,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0023,changed_aspects,3,17,20,nsubj,i,I,PRON,20,use,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,changed_aspects,3,22,20,obj,model,models,NOUN,20,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,changed_aspects,5,1,2,nsubj,i,I,PRON,2,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,changed_aspects,5,11,2,ccomp,feature,feature,NOUN,2,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0023,concerns,2,35,34,obj,it,it,PRON,34,write,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,concerns,2,36,34,obj,ourselves,ourselves,PRON,34,write,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,concerns,3,14,12,obj,brief,briefs,NOUN,12,write,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,concerns,3,30,26,ccomp,which,which,PRON,26,tell,AI_USE,CCOMP,OTHER,"Art, design, crafts",1
creativity_0023,future,2,17,15,obj,image,images,NOUN,15,generate,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0023,future,3,1,3,nsubj,i,I,PRON,3,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,future,3,14,3,ccomp,slow,slow,ADJ,3,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0023,future,4,1,2,nsubj,i,I,PRON,2,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0023,future,4,5,2,ccomp,progress,progress,VERB,2,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0024,basic_job_description,2,1,3,nsubj,i,I,PRON,3,write,AUTHORSHIP,SUBJECT,AGENT,Content writing,2
creativity_0024,basic_job_description,2,7,3,obj,couple,couple,NOUN,3,write,AUTHORSHIP,OBJECT,PATIENT,Content writing,2
creativity_0024,basic_job_description,2,31,28,obl:agent,author,authors,NOUN,28,write,AUTHORSHIP,AGENT,AGENT,Content writing,2
creativity_0024,basic_job_description,3,28,27,obj,they,them,PRON,27,help,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,basic_job_description,3,29,27,xcomp,figure,figure,VERB,27,help,AI_USE,XCOMP,OTHER,Content writing,2
creativity_0024,basic_job_description,3,31,29,obj,how,how,ADV,29,figure,IDEATION,OBJECT,PATIENT,Content writing,2
creativity_0024,basic_job_description,3,67,69,nsubj,one,one,NOUN,69,design,AUTHORSHIP,SUBJECT,AGENT,Content writing,2
creativity_0024,basic_job_description,3,71,69,xcomp,encourage,encourage,VERB,69,design,AUTHORSHIP,XCOMP,OTHER,Content writing,2
creativity_0024,basic_job_description,4,27,29,nsubj,i,I,PRON,29,design,AUTHORSHIP,SUBJECT,AGENT,Content writing,2
creativity_0024,basic_job_description,4,31,29,obj,cover,cover,NOUN,29,design,AUTHORSHIP,OBJECT,PATIENT,Content writing,2
creativity_0024,basic_job_description,4,34,33,obj,it,it,PRON,33,publish,AUTHORSHIP,OBJECT,PATIENT,Content writing,2
creativity_0024,walkthrough,1,7,9,nsubj,i,I,PRON,9,use,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,walkthrough,1,10,9,obj,ai,AI,NOUN,9,use,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,walkthrough,1,39,44,nsubj:pass,that,that,PRON,44,use,AI_USE,SUBJECT_PASS,PATIENT,Content writing,2
creativity_0024,walkthrough,1,47,49,nsubj,i,I,PRON,49,write,AUTHORSHIP,SUBJECT,AGENT,Content writing,2
creativity_0024,walkthrough,3,2,5,nsubj,i,I,PRON,5,reach,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,walkthrough,4,30,32,nsubj,i,I,PRON,32,use,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,walkthrough,4,33,32,obj,ai,AI,PROPN,32,use,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,walkthrough,5,15,17,nsubj,i,I,PRON,17,use,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,walkthrough,5,18,17,obj,ai,AI,PROPN,17,use,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,walkthrough,5,20,17,xcomp,double,double,VERB,17,use,AI_USE,XCOMP,OTHER,Content writing,2
creativity_0024,walkthrough,5,23,21,obj,work,work,NOUN,21,check,CONTROL,OBJECT,PATIENT,Content writing,2
creativity_0024,walkthrough,7,1,5,nsubj,i,I,PRON,5,use,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,walkthrough,7,6,5,obj,it,it,PRON,5,use,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,walkthrough,7,17,16,obj,some,some,DET,16,incorporate,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,project_example,2,2,4,nsubj,i,I,PRON,4,tell,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,project_example,2,5,4,iobj,you,you,PRON,4,tell,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,project_example,2,23,4,ccomp,need,needed,VERB,4,tell,AI_USE,CCOMP,OTHER,Content writing,2
creativity_0024,project_example,2,27,25,obj,how,how,ADV,25,figure,IDEATION,OBJECT,PATIENT,Content writing,2
creativity_0024,project_example,2,31,29,obj,devotional,devotionals,NOUN,29,organize,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,project_example,3,7,10,obj,which,which,PRON,10,write,AUTHORSHIP,OBJECT,PATIENT,Content writing,2
creativity_0024,project_example,3,8,10,nsubj,i,I,PRON,10,write,AUTHORSHIP,SUBJECT,AGENT,Content writing,2
creativity_0024,project_example,3,47,48,nsubj,i,I,PRON,48,use,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,project_example,4,60,61,nsubj,god,God,PROPN,61,allow,CONTROL,SUBJECT,AGENT,Content writing,2
creativity_0024,project_example,4,62,61,obj,illness,illness,NOUN,61,allow,CONTROL,OBJECT,PATIENT,Content writing,2
creativity_0024,project_example,4,68,69,nsubj,he,He,PRON,69,use,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,project_example,4,70,69,obj,it,it,PRON,69,use,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,project_example,4,80,83,nsubj,god,God,PROPN,83,use,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,project_example,4,84,83,obj,we,us,PRON,83,use,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,project_example,5,16,14,obj,devotional,devotionals,NOUN,14,organize,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,dynamic,1,14,16,nsubj,i,I,PRON,16,use,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,dynamic,1,27,31,nsubj,i,I,PRON,31,think,IDEATION,SUBJECT,AGENT,Content writing,2
creativity_0024,changed_aspects,1,17,18,nsubj,i,I,PRON,18,use,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,changed_aspects,1,20,18,xcomp,do,do,VERB,18,use,AI_USE,XCOMP,OTHER,Content writing,2
creativity_0024,changed_aspects,2,11,7,obj,time,time,NOUN,7,spend,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,changed_aspects,3,23,25,nsubj,i,I,PRON,25,tell,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,changed_aspects,3,26,25,iobj,it,it,PRON,25,tell,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,changed_aspects,3,27,25,obj,what,what,PRON,25,tell,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,changed_aspects,3,86,88,nsubj,that,that,PRON,88,help,AI_USE,SUBJECT,AGENT,Content writing,2
creativity_0024,changed_aspects,3,89,88,obj,i,me,PRON,88,help,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,changed_aspects,3,90,88,xcomp,decide,decide,VERB,88,help,AI_USE,XCOMP,OTHER,Content writing,2
creativity_0024,concerns,2,31,29,iobj,be,ai,NOUN,29,tell,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,concerns,2,33,29,xcomp,write,write,VERB,29,tell,AI_USE,XCOMP,OTHER,Content writing,2
creativity_0024,concerns,2,35,33,obj,chapter,chapter,NOUN,33,write,AUTHORSHIP,OBJECT,PATIENT,Content writing,2
creativity_0024,concerns,2,42,44,nsubj,it,it,PRON,44,write,AUTHORSHIP,SUBJECT,AGENT,Content writing,2
creativity_0024,concerns,2,47,44,obj,book,book,NOUN,44,write,AUTHORSHIP,OBJECT,PATIENT,Content writing,2
creativity_0024,concerns,3,4,6,nsubj,that,that,PRON,6,lead,CONTROL,SUBJECT,AGENT,Content writing,2
creativity_0024,concerns,4,8,11,nsubj:pass,it,it,PRON,11,use,AI_USE,SUBJECT_PASS,PATIENT,Content writing,2
creativity_0024,concerns,4,55,54,obj,something,something,PRON,54,write,AUTHORSHIP,OBJECT,PATIENT,Content writing,2
creativity_0024,future,2,22,26,nsubj,i,I,PRON,26,think,IDEATION,SUBJECT,AGENT,Content writing,2
creativity_0024,future,2,30,26,ccomp,able,able,ADJ,26,think,IDEATION,CCOMP,OTHER,Content writing,2
creativity_0024,future,2,35,32,obj,royalty,royalties,NOUN,32,publish,AUTHORSHIP,OBJECT,PATIENT,Content writing,2
creativity_0024,future,2,38,41,nsubj:pass,that,that,PRON,41,produce,AUTHORSHIP,SUBJECT_PASS,PATIENT,Content writing,2
creativity_0024,future,2,43,41,obl:agent,ai,AI,PROPN,41,produce,AUTHORSHIP,AGENT,AGENT,Content writing,2
creativity_0024,future,3,41,40,obj,themselves,themselves,PRON,40,create,AUTHORSHIP,OBJECT,PATIENT,Content writing,2
creativity_0024,future,4,35,34,obj,ai,AI,NOUN,34,use,AI_USE,OBJECT,PATIENT,Content writing,2
creativity_0024,future,4,53,51,obj,work,work,NOUN,51,check,CONTROL,OBJECT,PATIENT,Content writing,2
creativity_0024,extra_comments,1,3,5,nsubj,i,I,PRON,5,think,IDEATION,SUBJECT,AGENT,Content writing,2
creativity_0025,basic_job_description,3,9,10,nsubj,i,I,PRON,10,write,AUTHORSHIP,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,basic_job_description,3,11,10,obj,story,stories,NOUN,10,write,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,walkthrough,1,1,4,nsubj,i,I,PRON,4,use,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,walkthrough,1,5,4,obj,ai,AI,NOUN,4,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,walkthrough,2,1,3,nsubj,i,I,PRON,3,use,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,walkthrough,2,4,3,obj,it,it,PRON,3,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,walkthrough,2,7,6,obj,thing,things,NOUN,6,edit,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,walkthrough,2,8,11,obj,that,that,PRON,11,write,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,walkthrough,2,9,11,nsubj,i,I,PRON,11,write,AUTHORSHIP,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,walkthrough,2,14,13,xcomp,find,find,VERB,13,help,AI_USE,XCOMP,OTHER,"Art, design, crafts",1
creativity_0025,walkthrough,3,12,14,nsubj,it,it,PRON,14,help,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,walkthrough,3,15,14,obj,i,me,PRON,14,help,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,walkthrough,3,16,14,xcomp,quick,quicker,ADJ,14,help,AI_USE,XCOMP,OTHER,"Art, design, crafts",1
creativity_0025,project_example,2,21,20,obj,something,something,PRON,20,paint,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,project_example,3,1,2,nsubj,i,I,PRON,2,upload,AUTHORSHIP,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,project_example,3,4,2,obj,image,image,NOUN,2,upload,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,project_example,3,17,15,iobj,ai,AI,NOUN,15,ask,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,project_example,3,19,15,xcomp,pull,pull,VERB,15,ask,AI_USE,XCOMP,OTHER,"Art, design, crafts",1
creativity_0025,project_example,3,32,31,iobj,i,me,PRON,31,tell,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,project_example,3,34,31,obj,name,names,NOUN,31,tell,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,dynamic,1,1,4,nsubj,i,I,PRON,4,drive,CONTROL,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,dynamic,1,7,4,obj,decision,decisions,NOUN,4,drive,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,dynamic,2,10,12,nsubj,ai,AI,NOUN,12,help,AI_USE,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,dynamic,2,13,12,obj,i,me,PRON,12,help,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,dynamic,2,14,12,xcomp,streamline,streamline,VERB,12,help,AI_USE,XCOMP,OTHER,"Art, design, crafts",1
creativity_0025,dynamic,3,8,6,obj,creativity,creativity,NOUN,6,keep,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,dynamic,3,9,6,obj,my,mine,PRON,6,keep,CONTROL,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,dynamic,4,16,15,obj,ai,AI,NOUN,15,use,AI_USE,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,concerns,2,3,4,nsubj,human,humans,NOUN,4,create,AUTHORSHIP,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,concerns,2,7,4,obj,thing,things,NOUN,4,create,AUTHORSHIP,OBJECT,PATIENT,"Art, design, crafts",1
creativity_0025,concerns,2,8,10,nsubj,person,people,NOUN,10,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0025,concerns,2,13,10,ccomp,ai,AI,NOUN,10,think,IDEATION,CCOMP,OTHER,"Art, design, crafts",1
creativity_0025,extra_comments,1,1,4,nsubj,i,I,PRON,4,think,IDEATION,SUBJECT,AGENT,"Art, design, crafts",1
creativity_0026,basic_job_description,6,1,6,nsubj,i,I,PRON,6,write,AUTHORSHIP,SUBJECT,AGENT,Fiction writing,0
creativity_0026,basic_job_description,6,7,6,obj,it,it,PRON,6,write,AUTHORSHIP,OBJECT,PATIENT,Fiction writing,0
creativity_0026,basic_job_description,11,28,26,xcomp,execute,execute,VERB,26,help,AI_USE,XCOMP,OTHER,Fiction writing,0
