lemma,upos,doc_count,total_count,mean_count,max_count,category,notes
verify,VERB,2,2,1.0,1,,
visualize,VERB,2,2,1.0,1,,
wake,VERB,2,2,1.0,1,,
weed,VERB,2,2,1.0,1,,
hydrate,VERB,1,4,4.0,4,,
apologize,VERB,1,2,2.0,2,,
bark,VERB,1,2,2.0,2,,
bridge,VERB,1,2,2.0,2,,
enquire,VERB,1,2,2.0,2,,
glue,VERB,1,2,2.0,2,,
monitor,VERB,1,2,2.0,2,,
plug,VERB,1,2,2.0,2,,
rang,VERB,1,2,2.0,2,,
stimulate,VERB,1,2,2.0,2,,
stuff,VERB,1,2,2.0,2,,
thrive,VERB,1,2,2.0,2,,
Drew,VERB,1,1,1.0,1,,
Fire,VERB,1,1,1.0,1,,
accompany,VERB,1,1,1.0,1,,
account,VERB,1,1,1.0,1,,
acknowledge,VERB,1,1,1.0,1,,
activate,VERB,1,1,1.0,1,,
actuate,VERB,1,1,1.0,1,,
address,VERB,1,1,1.0,1,,
adorn,VERB,1,1,1.0,1,,
advertise,VERB,1,1,1.0,1,,
advise,VERB,1,1,1.0,1,,
affirm,VERB,1,1,1.0,1,,
agonise,VERB,1,1,1.0,1,,
airing,VERB,1,1,1.0,1,,
alleviate,VERB,1,1,1.0,1,,
alternate,VERB,1,1,1.0,1,,
amount,VERB,1,1,1.0,1,,
amplify,VERB,1,1,1.0,1,,
anonymize,VERB,1,1,1.0,1,,
appeal,VERB,1,1,1.0,1,,
applique,VERB,1,1,1.0,1,,
argue,VERB,1,1,1.0,1,,
arise,VERB,1,1,1.0,1,,
art,VERB,1,1,1.0,1,,
associate,VERB,1,1,1.0,1,,
assure,VERB,1,1,1.0,1,,
astonished,VERB,1,1,1.0,1,,
audition,VERB,1,1,1.0,1,,
auto,VERB,1,1,1.0,1,,
average,VERB,1,1,1.0,1,,
backtrack,VERB,1,1,1.0,1,,
ball,VERB,1,1,1.0,1,,
ban,VERB,1,1,1.0,1,,
belong,VERB,1,1,1.0,1,,
benefit,VERB,1,1,1.0,1,,
bet,VERB,1,1,1.0,1,,
bind,VERB,1,1,1.0,1,,
blame,VERB,1,1,1.0,1,,
boil,VERB,1,1,1.0,1,,
bolster,VERB,1,1,1.0,1,,
book,VERB,1,1,1.0,1,,
border,VERB,1,1,1.0,1,,
box,VERB,1,1,1.0,1,,
breathe,VERB,1,1,1.0,1,,
breez,VERB,1,1,1.0,1,,
bright,VERB,1,1,1.0,1,,
bulk,VERB,1,1,1.0,1,,
bump,VERB,1,1,1.0,1,,
burden,VERB,1,1,1.0,1,,
bury,VERB,1,1,1.0,1,,
bypass,VERB,1,1,1.0,1,,
cannibalize,VERB,1,1,1.0,1,,
capitalize,VERB,1,1,1.0,1,,
carry,VERB,1,1,1.0,1,,
carve,VERB,1,1,1.0,1,,
catalogue,VERB,1,1,1.0,1,,
catching,VERB,1,1,1.0,1,,
categorise,VERB,1,1,1.0,1,,
caution,VERB,1,1,1.0,1,,
centre,VERB,1,1,1.0,1,,
chat,VERB,1,1,1.0,1,,
cheat,VERB,1,1,1.0,1,,
cheating,VERB,1,1,1.0,1,,
chit,VERB,1,1,1.0,1,,
choreograph,VERB,1,1,1.0,1,,
claude,VERB,1,1,1.0,1,,
clear,VERB,1,1,1.0,1,,
clue,VERB,1,1,1.0,1,,
clutter,VERB,1,1,1.0,1,,
co-writ,VERB,1,1,1.0,1,,
coalesce,VERB,1,1,1.0,1,,
coat,VERB,1,1,1.0,1,,
coexist,VERB,1,1,1.0,1,,
collage,VERB,1,1,1.0,1,,
collaged,VERB,1,1,1.0,1,,
collaps,VERB,1,1,1.0,1,,
colore,VERB,1,1,1.0,1,,
compartmentalize,VERB,1,1,1.0,1,,
complain,VERB,1,1,1.0,1,,
complement,VERB,1,1,1.0,1,,
comply,VERB,1,1,1.0,1,,
concentrate,VERB,1,1,1.0,1,,
conceptualize,VERB,1,1,1.0,1,,
condense,VERB,1,1,1.0,1,,
conduct,VERB,1,1,1.0,1,,
confess,VERB,1,1,1.0,1,,
conform,VERB,1,1,1.0,1,,
confuse,VERB,1,1,1.0,1,,
conjure,VERB,1,1,1.0,1,,
consilidate,VERB,1,1,1.0,1,,
consolidate,VERB,1,1,1.0,1,,
constrain,VERB,1,1,1.0,1,,
consuim,VERB,1,1,1.0,1,,
contradict,VERB,1,1,1.0,1,,
conversate,VERB,1,1,1.0,1,,
converse,VERB,1,1,1.0,1,,
coordinate,VERB,1,1,1.0,1,,
correspond,VERB,1,1,1.0,1,,
crank,VERB,1,1,1.0,1,,
crave,VERB,1,1,1.0,1,,
crawl,VERB,1,1,1.0,1,,
creat,VERB,1,1,1.0,1,,
criticize,VERB,1,1,1.0,1,,
crowd,VERB,1,1,1.0,1,,
crunch,VERB,1,1,1.0,1,,
damage,VERB,1,1,1.0,1,,
damper,VERB,1,1,1.0,1,,
dance,VERB,1,1,1.0,1,,
dead,VERB,1,1,1.0,1,,
decry,VERB,1,1,1.0,1,,
delete,VERB,1,1,1.0,1,,
deminish,VERB,1,1,1.0,1,,
depart,VERB,1,1,1.0,1,,
derail,VERB,1,1,1.0,1,,
destroy,VERB,1,1,1.0,1,,
detect,VERB,1,1,1.0,1,,
detract,VERB,1,1,1.0,1,,
devalue,VERB,1,1,1.0,1,,
devise,VERB,1,1,1.0,1,,
differ,VERB,1,1,1.0,1,,
digest,VERB,1,1,1.0,1,,
dip,VERB,1,1,1.0,1,,
discard,VERB,1,1,1.0,1,,
disclose,VERB,1,1,1.0,1,,
disincentivize,VERB,1,1,1.0,1,,
dispense,VERB,1,1,1.0,1,,
displace,VERB,1,1,1.0,1,,
display,VERB,1,1,1.0,1,,
disregard,VERB,1,1,1.0,1,,
dissect,VERB,1,1,1.0,1,,
distance,VERB,1,1,1.0,1,,
distinguish,VERB,1,1,1.0,1,,
ditch,VERB,1,1,1.0,1,,
dive,VERB,1,1,1.0,1,,
donate,VERB,1,1,1.0,1,,
downplay,VERB,1,1,1.0,1,,
drain,VERB,1,1,1.0,1,,
dread,VERB,1,1,1.0,1,,
dreamt,VERB,1,1,1.0,1,,
drum,VERB,1,1,1.0,1,,
dry,VERB,1,1,1.0,1,,
dumb,VERB,1,1,1.0,1,,
duplicate,VERB,1,1,1.0,1,,
dwell,VERB,1,1,1.0,1,,
eat,VERB,1,1,1.0,1,,
echo,VERB,1,1,1.0,1,,
elicit,VERB,1,1,1.0,1,,
email,VERB,1,1,1.0,1,,
embody,VERB,1,1,1.0,1,,
empathize,VERB,1,1,1.0,1,,
empowering,VERB,1,1,1.0,1,,
emulate,VERB,1,1,1.0,1,,
encapsulate,VERB,1,1,1.0,1,,
encounter,VERB,1,1,1.0,1,,
engineer,VERB,1,1,1.0,1,,
enrich,VERB,1,1,1.0,1,,
eq,VERB,1,1,1.0,1,,
equate,VERB,1,1,1.0,1,,
exaggerate,VERB,1,1,1.0,1,,
excel,VERB,1,1,1.0,1,,
excite,VERB,1,1,1.0,1,,
exclude,VERB,1,1,1.0,1,,
exercising,VERB,1,1,1.0,1,,
expend,VERB,1,1,1.0,1,,
facete,VERB,1,1,1.0,1,,
fashioned,VERB,1,1,1.0,1,,
fell,VERB,1,1,1.0,1,,
fiddle,VERB,1,1,1.0,1,,
fight,VERB,1,1,1.0,1,,
finalise,VERB,1,1,1.0,1,,
fine,VERB,1,1,1.0,1,,
finess,VERB,1,1,1.0,1,,
firm,VERB,1,1,1.0,1,,
fixate,VERB,1,1,1.0,1,,
flagg,VERB,1,1,1.0,1,,
flash,VERB,1,1,1.0,1,,
flateen,VERB,1,1,1.0,1,,
flip,VERB,1,1,1.0,1,,
floor,VERB,1,1,1.0,1,,
fly,VERB,1,1,1.0,1,,
foil,VERB,1,1,1.0,1,,
forbid,VERB,1,1,1.0,1,,
forge,VERB,1,1,1.0,1,,
forsake,VERB,1,1,1.0,1,,
frame,VERB,1,1,1.0,1,,
frequent,VERB,1,1,1.0,1,,
friend,VERB,1,1,1.0,1,,
further,VERB,1,1,1.0,1,,
fuse,VERB,1,1,1.0,1,,
garner,VERB,1,1,1.0,1,,
gauge,VERB,1,1,1.0,1,,
gear,VERB,1,1,1.0,1,,
generalize,VERB,1,1,1.0,1,,
gleam,VERB,1,1,1.0,1,,
grab,VERB,1,1,1.0,1,,
grain,VERB,1,1,1.0,1,,
grant,VERB,1,1,1.0,1,,
grapple,VERB,1,1,1.0,1,,
grasp,VERB,1,1,1.0,1,,
gravitate,VERB,1,1,1.0,1,,
ground,VERB,1,1,1.0,1,,
guarante,VERB,1,1,1.0,1,,
guarantee,VERB,1,1,1.0,1,,
gulp,VERB,1,1,1.0,1,,
guzzle,VERB,1,1,1.0,1,,
handmake,VERB,1,1,1.0,1,,
hang,VERB,1,1,1.0,1,,
heap,VERB,1,1,1.0,1,,
heat,VERB,1,1,1.0,1,,
hedge,VERB,1,1,1.0,1,,
hesitate,VERB,1,1,1.0,1,,
hyperfixate,VERB,1,1,1.0,1,,
image,VERB,1,1,1.0,1,,
imagin,VERB,1,1,1.0,1,,
imbedd,VERB,1,1,1.0,1,,
impower,VERB,1,1,1.0,1,,
inform,VERB,1,1,1.0,1,,
initial,VERB,1,1,1.0,1,,
inject,VERB,1,1,1.0,1,,
inpute,VERB,1,1,1.0,1,,
inquire,VERB,1,1,1.0,1,,
inspect,VERB,1,1,1.0,1,,
interconnected,VERB,1,1,1.0,1,,
interject,VERB,1,1,1.0,1,,
interrogate,VERB,1,1,1.0,1,,
intervene,VERB,1,1,1.0,1,,
invert,VERB,1,1,1.0,1,,
invite,VERB,1,1,1.0,1,,
invoke,VERB,1,1,1.0,1,,
issue,VERB,1,1,1.0,1,,
italicize,VERB,1,1,1.0,1,,
journal,VERB,1,1,1.0,1,,
jumble,VERB,1,1,1.0,1,,
key,VERB,1,1,1.0,1,,
kick,VERB,1,1,1.0,1,,
kickstart,VERB,1,1,1.0,1,,
knit,VERB,1,1,1.0,1,,
knitting,VERB,1,1,1.0,1,,
knock,VERB,1,1,1.0,1,,
label,VERB,1,1,1.0,1,,
latch,VERB,1,1,1.0,1,,
lend,VERB,1,1,1.0,1,,
less,VERB,1,1,1.0,1,,
lessen,VERB,1,1,1.0,1,,
license,VERB,1,1,1.0,1,,
lighten,VERB,1,1,1.0,1,,
loathe,VERB,1,1,1.0,1,,
loop,VERB,1,1,1.0,1,,
loosen,VERB,1,1,1.0,1,,
magnify,VERB,1,1,1.0,1,,
mapp,VERB,1,1,1.0,1,,
market,VERB,1,1,1.0,1,,
marry,VERB,1,1,1.0,1,,
mash,VERB,1,1,1.0,1,,
mass,VERB,1,1,1.0,1,,
memorize,VERB,1,1,1.0,1,,
merge,VERB,1,1,1.0,1,,
messe,VERB,1,1,1.0,1,,
mind,VERB,1,1,1.0,1,,
misinterpret,VERB,1,1,1.0,1,,
misplace,VERB,1,1,1.0,1,,
misrepresent,VERB,1,1,1.0,1,,
misspell,VERB,1,1,1.0,1,,
misunderstood,VERB,1,1,1.0,1,,
mull,VERB,1,1,1.0,1,,
muse,VERB,1,1,1.0,1,,
near,VERB,1,1,1.0,1,,
negate,VERB,1,1,1.0,1,,
normalise,VERB,1,1,1.0,1,,
observe,VERB,1,1,1.0,1,,
obviate,VERB,1,1,1.0,1,,
occur,VERB,1,1,1.0,1,,
occure,VERB,1,1,1.0,1,,
offend,VERB,1,1,1.0,1,,
offload,VERB,1,1,1.0,1,,
offshor,VERB,1,1,1.0,1,,
omit,VERB,1,1,1.0,1,,
optimise,VERB,1,1,1.0,1,,
option,VERB,1,1,1.0,1,,
orbit,VERB,1,1,1.0,1,,
organise,VERB,1,1,1.0,1,,
organised,VERB,1,1,1.0,1,,
orient,VERB,1,1,1.0,1,,
ostracize,VERB,1,1,1.0,1,,
outcompete,VERB,1,1,1.0,1,,
outmatch,VERB,1,1,1.0,1,,
outplay,VERB,1,1,1.0,1,,
outweigh,VERB,1,1,1.0,1,,
overbearing,VERB,1,1,1.0,1,,
overlap,VERB,1,1,1.0,1,,
overlay,VERB,1,1,1.0,1,,
oversize,VERB,1,1,1.0,1,,
overtake,VERB,1,1,1.0,1,,
overthrow,VERB,1,1,1.0,1,,
overuse,VERB,1,1,1.0,1,,
overutilize,VERB,1,1,1.0,1,,
own,VERB,1,1,1.0,1,,
package,VERB,1,1,1.0,1,,
pair,VERB,1,1,1.0,1,,
participate,VERB,1,1,1.0,1,,
partner,VERB,1,1,1.0,1,,
peel,VERB,1,1,1.0,1,,
perish,VERB,1,1,1.0,1,,
pertain,VERB,1,1,1.0,1,,
photograph,VERB,1,1,1.0,1,,
phrase,VERB,1,1,1.0,1,,
picture,VERB,1,1,1.0,1,,
piecemeal,VERB,1,1,1.0,1,,
pivot,VERB,1,1,1.0,1,,
pleasing,VERB,1,1,1.0,1,,
plodd,VERB,1,1,1.0,1,,
plugg,VERB,1,1,1.0,1,,
plugge,VERB,1,1,1.0,1,,
popp,VERB,1,1,1.0,1,,
pore,VERB,1,1,1.0,1,,
portray,VERB,1,1,1.0,1,,
pose,VERB,1,1,1.0,1,,
position,VERB,1,1,1.0,1,,
praise,VERB,1,1,1.0,1,,
pre-cook,VERB,1,1,1.0,1,,
pre-plan,VERB,1,1,1.0,1,,
preferese,VERB,1,1,1.0,1,,
preserve,VERB,1,1,1.0,1,,
presume,VERB,1,1,1.0,1,,
prevail,VERB,1,1,1.0,1,,
pride,VERB,1,1,1.0,1,,
prioritize,VERB,1,1,1.0,1,,
probe,VERB,1,1,1.0,1,,
procrastinate,VERB,1,1,1.0,1,,
programe,VERB,1,1,1.0,1,,
programming,VERB,1,1,1.0,1,,
progress,VERB,1,1,1.0,1,,
prohibit,VERB,1,1,1.0,1,,
proliferate,VERB,1,1,1.0,1,,
promise,VERB,1,1,1.0,1,,
proof,VERB,1,1,1.0,1,,
proofread,VERB,1,1,1.0,1,,
propagate,VERB,1,1,1.0,1,,
propose,VERB,1,1,1.0,1,,
provoke,VERB,1,1,1.0,1,,
pump,VERB,1,1,1.0,1,,
puppeteer,VERB,1,1,1.0,1,,
racing,VERB,1,1,1.0,1,,
raise,VERB,1,1,1.0,1,,
rank,VERB,1,1,1.0,1,,
re-frame,VERB,1,1,1.0,1,,
re-learn,VERB,1,1,1.0,1,,
re-order,VERB,1,1,1.0,1,,
re-orient,VERB,1,1,1.0,1,,
re-work,VERB,1,1,1.0,1,,
rearrang,VERB,1,1,1.0,1,,
rearrange,VERB,1,1,1.0,1,,
reason,VERB,1,1,1.0,1,,
reboot,VERB,1,1,1.0,1,,
rebuild,VERB,1,1,1.0,1,,
recover,VERB,1,1,1.0,1,,
recreate,VERB,1,1,1.0,1,,
redirect,VERB,1,1,1.0,1,,
redraft,VERB,1,1,1.0,1,,
redrawn,VERB,1,1,1.0,1,,
refer,VERB,1,1,1.0,1,,
reflect,VERB,1,1,1.0,1,,
refresh,VERB,1,1,1.0,1,,
refurbish,VERB,1,1,1.0,1,,
regenerate,VERB,1,1,1.0,1,,
register,VERB,1,1,1.0,1,,
regurgitate,VERB,1,1,1.0,1,,
reignit,VERB,1,1,1.0,1,,
relinquish,VERB,1,1,1.0,1,,
reposition,VERB,1,1,1.0,1,,
republish,VERB,1,1,1.0,1,,
reran,VERB,1,1,1.0,1,,
rerecord,VERB,1,1,1.0,1,,
resemble,VERB,1,1,1.0,1,,
rethink,VERB,1,1,1.0,1,,
reward,VERB,1,1,1.0,1,,
rework,VERB,1,1,1.0,1,,
rhyme,VERB,1,1,1.0,1,,
rig,VERB,1,1,1.0,1,,
right,VERB,1,1,1.0,1,,
rope,VERB,1,1,1.0,1,,
rum,VERB,1,1,1.0,1,,
rush,VERB,1,1,1.0,1,,
sacrifice,VERB,1,1,1.0,1,,
sanction,VERB,1,1,1.0,1,,
sanitise,VERB,1,1,1.0,1,,
satisfy,VERB,1,1,1.0,1,,
scare,VERB,1,1,1.0,1,,
scatter,VERB,1,1,1.0,1,,
scrawl,VERB,1,1,1.0,1,,
scribble,VERB,1,1,1.0,1,,
script,VERB,1,1,1.0,1,,
seamstress,VERB,1,1,1.0,1,,
secure,VERB,1,1,1.0,1,,
seed,VERB,1,1,1.0,1,,
shake,VERB,1,1,1.0,1,,
sharp,VERB,1,1,1.0,1,,
shuffle,VERB,1,1,1.0,1,,
sidetrack,VERB,1,1,1.0,1,,
sift,VERB,1,1,1.0,1,,
sign,VERB,1,1,1.0,1,,
slave,VERB,1,1,1.0,1,,
slingshot,VERB,1,1,1.0,1,,
slurp,VERB,1,1,1.0,1,,
smile,VERB,1,1,1.0,1,,
span,VERB,1,1,1.0,1,,
spare,VERB,1,1,1.0,1,,
specialise,VERB,1,1,1.0,1,,
spill,VERB,1,1,1.0,1,,
spin,VERB,1,1,1.0,1,,
spring,VERB,1,1,1.0,1,,
squash,VERB,1,1,1.0,1,,
stain,VERB,1,1,1.0,1,,
stake,VERB,1,1,1.0,1,,
starting,VERB,1,1,1.0,1,,
stem,VERB,1,1,1.0,1,,
sterilize,VERB,1,1,1.0,1,,
stifle,VERB,1,1,1.0,1,,
stipulate,VERB,1,1,1.0,1,,
stitch,VERB,1,1,1.0,1,,
stream,VERB,1,1,1.0,1,,
stretch,VERB,1,1,1.0,1,,
stumble,VERB,1,1,1.0,1,,
style,VERB,1,1,1.0,1,,
subtract,VERB,1,1,1.0,1,,
subvert,VERB,1,1,1.0,1,,
summarise,VERB,1,1,1.0,1,,
supply,VERB,1,1,1.0,1,,
suppress,VERB,1,1,1.0,1,,
survive,VERB,1,1,1.0,1,,
sustain,VERB,1,1,1.0,1,,
swamp,VERB,1,1,1.0,1,,
swap,VERB,1,1,1.0,1,,
swapp,VERB,1,1,1.0,1,,
synce,VERB,1,1,1.0,1,,
synchronize,VERB,1,1,1.0,1,,
synthesis,VERB,1,1,1.0,1,,
taint,VERB,1,1,1.0,1,,
tamper,VERB,1,1,1.0,1,,
tank,VERB,1,1,1.0,1,,
tarry,VERB,1,1,1.0,1,,
template,VERB,1,1,1.0,1,,
terrify,VERB,1,1,1.0,1,,
thrift,VERB,1,1,1.0,1,,
tick,VERB,1,1,1.0,1,,
tone,VERB,1,1,1.0,1,,
trail,VERB,1,1,1.0,1,,
tread,VERB,1,1,1.0,1,,
trim,VERB,1,1,1.0,1,,
triumph,VERB,1,1,1.0,1,,
troubleshoot,VERB,1,1,1.0,1,,
tune,VERB,1,1,1.0,1,,
tuning,VERB,1,1,1.0,1,,
tyre,VERB,1,1,1.0,1,,
unblock,VERB,1,1,1.0,1,,
undergoe,VERB,1,1,1.0,1,,
underpin,VERB,1,1,1.0,1,,
undo,VERB,1,1,1.0,1,,
unlock,VERB,1,1,1.0,1,,
unravel,VERB,1,1,1.0,1,,
upgrade,VERB,1,1,1.0,1,,
veto,VERB,1,1,1.0,1,,
vinyl,VERB,1,1,1.0,1,,
visualise,VERB,1,1,1.0,1,,
voice,VERB,1,1,1.0,1,,
wading,VERB,1,1,1.0,1,,
warp,VERB,1,1,1.0,1,,
wash,VERB,1,1,1.0,1,,
water,VERB,1,1,1.0,1,,
wear,VERB,1,1,1.0,1,,
will,VERB,1,1,1.0,1,,
wipe,VERB,1,1,1.0,1,,
wireframe,VERB,1,1,1.0,1,,
wither,VERB,1,1,1.0,1,,
word,VERB,1,1,1.0,1,,
wording,VERB,1,1,1.0,1,,
worldbuild,VERB,1,1,1.0,1,,
worse,VERB,1,1,1.0,1,,
wring,VERB,1,1,1.0,1,,
wrung,VERB,1,1,1.0,1,,
yield,VERB,1,1,1.0,1,,
