group,category,pos_group,lemma,token_count,cc_total,c_total,lemma_in_cluster,p_lemma_given_cluster_cat,p_lemma_given_cluster,distinctiveness_cluster
"Art, design, crafts",AI_USE,VERB,clean,7,1617,3611,7,0.0044589774078478,0.002040261153427639,0.781841642942684
"Art, design, crafts",AI_USE,VERB,cut,11,1617,3611,11,0.006837098692033293,0.003128400435255713,0.781841642942684
"Art, design, crafts",AI_USE,VERB,engage,8,1617,3611,8,0.005053507728894174,0.002312295973884657,0.781841642942684
"Art, design, crafts",AI_USE,VERB,feed,5,1617,3611,5,0.0032699167657550534,0.0014961915125136017,0.781841642942684
"Art, design, crafts",AI_USE,VERB,fill,12,1617,3611,12,0.007431629013079667,0.003400435255712731,0.781841642942684
"Art, design, crafts",AI_USE,VERB,incorporate,6,1617,3611,6,0.0038644470868014267,0.0017682263329706202,0.781841642942684
"Art, design, crafts",AI_USE,VERB,integrate,7,1617,3611,7,0.0044589774078478,0.002040261153427639,0.781841642942684
"Art, design, crafts",AI_USE,VERB,lean,3,1617,3611,3,0.002080856123662307,0.0009521218715995648,0.781841642942684
"Art, design, crafts",AI_USE,VERB,look,69,1617,3611,69,0.041319857312722946,0.018906420021762786,0.781841642942684
"Art, design, crafts",AI_USE,VERB,love,11,1617,3611,11,0.006837098692033293,0.003128400435255713,0.781841642942684
"Art, design, crafts",AI_USE,VERB,organize,2,1617,3611,2,0.0014863258026159335,0.0006800870511425463,0.781841642942684
"Art, design, crafts",AI_USE,VERB,prompt,27,1617,3611,27,0.016349583828775268,0.0074809575625680086,0.781841642942684
"Art, design, crafts",AI_USE,VERB,reach,7,1617,3611,7,0.0044589774078478,0.002040261153427639,0.781841642942684
"Art, design, crafts",AI_USE,VERB,rely,5,1617,3611,5,0.0032699167657550534,0.0014961915125136017,0.781841642942684
"Art, design, crafts",AI_USE,VERB,save,16,1617,3611,16,0.009809750297265161,0.004488574537540806,0.781841642942684
"Art, design, crafts",AI_USE,VERB,spend,11,1617,3611,11,0.006837098692033293,0.003128400435255713,0.781841642942684
"Art, design, crafts",AI_USE,VERB,utilize,3,1617,3611,3,0.002080856123662307,0.0009521218715995648,0.781841642942684
"Art, design, crafts",AUTHORSHIP,NOUN,generation,14,1177,3611,14,0.011674718196457327,0.003944504896626768,1.0851022209821544
"Art, design, crafts",AUTHORSHIP,NOUN,post,14,1177,3611,14,0.011674718196457327,0.003944504896626768,1.0851022209821544
"Art, design, crafts",AUTHORSHIP,NOUN,script,4,1177,3611,4,0.0036231884057971015,0.0012241566920565832,1.0851022209821544
"Art, design, crafts",AUTHORSHIP,NOUN,content,44,1177,3611,44,0.035829307568438,0.012105549510337323,1.085102220982154
"Art, design, crafts",AUTHORSHIP,NOUN,photo,31,1177,3611,31,0.025362318840579712,0.008569096844396083,1.085102220982154
"Art, design, crafts",AUTHORSHIP,NOUN,video,52,1177,3611,52,0.042270531400966184,0.014281828073993471,1.085102220982154
"Art, design, crafts",AUTHORSHIP,NOUN,writing,36,1177,3611,36,0.02938808373590982,0.009929270946681175,1.085102220982154
"Art, design, crafts",AUTHORSHIP,NOUN,art,72,1177,3611,72,0.05837359098228664,0.01972252448313384,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,article,1,1177,3611,1,0.0012077294685990338,0.00040805223068552776,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,asset,9,1177,3611,9,0.007648953301127214,0.002584330794341676,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,blog,8,1177,3611,8,0.006843800322061192,0.002312295973884657,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,book,9,1177,3611,9,0.007648953301127214,0.002584330794341676,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,copy,11,1177,3611,11,0.009259259259259259,0.003128400435255713,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,creation,18,1177,3611,18,0.014895330112721417,0.005032644178454842,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,film,11,1177,3611,11,0.009259259259259259,0.003128400435255713,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,image,151,1177,3611,151,0.12198067632850242,0.0412132752992383,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,line,15,1177,3611,15,0.01247987117552335,0.0042165397170837865,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,list,16,1177,3611,16,0.013285024154589372,0.004488574537540806,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,material,9,1177,3611,9,0.007648953301127214,0.002584330794341676,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,music,5,1177,3611,5,0.004428341384863124,0.0014961915125136017,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,novel,2,1177,3611,2,0.002012882447665056,0.0006800870511425463,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,output,7,1177,3611,7,0.006038647342995169,0.002040261153427639,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,page,18,1177,3611,18,0.014895330112721417,0.005032644178454842,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,picture,15,1177,3611,15,0.01247987117552335,0.0042165397170837865,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,piece,25,1177,3611,25,0.020531400966183576,0.006936887921653972,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,plot,1,1177,3611,1,0.0012077294685990338,0.00040805223068552776,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,production,10,1177,3611,10,0.008454106280193236,0.002856365614798694,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,scene,13,1177,3611,13,0.010869565217391304,0.00367247007616975,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,song,1,1177,3611,1,0.0012077294685990338,0.00040805223068552776,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,story,13,1177,3611,13,0.010869565217391304,0.00367247007616975,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,style,17,1177,3611,17,0.014090177133655395,0.004760609357997824,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,text,15,1177,3611,15,0.01247987117552335,0.0042165397170837865,1.0851022209821535
