group,category,pos_group,lemma,token_count,cc_total,c_total,lemma_in_cluster,p_lemma_given_cluster_cat,p_lemma_given_cluster,distinctiveness_cluster
"Art, design, crafts",AUTHORSHIP,NOUN,website,13,1177,3611,13,0.010869565217391304,0.00367247007616975,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,word,9,1177,3611,9,0.007648953301127214,0.002584330794341676,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,NOUN,writer,2,1177,3611,2,0.002012882447665056,0.0006800870511425463,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,VERB,draw,23,1177,3611,23,0.01892109500805153,0.0063928182807399345,1.085102220982154
"Art, design, crafts",AUTHORSHIP,VERB,generate,66,1177,3611,66,0.0535426731078905,0.01809031556039173,1.085102220982154
"Art, design, crafts",AUTHORSHIP,VERB,paint,23,1177,3611,23,0.01892109500805153,0.0063928182807399345,1.085102220982154
"Art, design, crafts",AUTHORSHIP,VERB,write,37,1177,3611,37,0.030193236714975844,0.010201305767138194,1.085102220982154
"Art, design, crafts",AUTHORSHIP,VERB,build,16,1177,3611,16,0.013285024154589372,0.004488574537540806,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,VERB,craft,8,1177,3611,8,0.006843800322061192,0.002312295973884657,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,VERB,create,143,1177,3611,143,0.11553945249597423,0.039036996735582155,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,VERB,design,125,1177,3611,125,0.10104669887278583,0.034140369967355824,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,VERB,draft,8,1177,3611,8,0.006843800322061192,0.002312295973884657,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,VERB,produce,19,1177,3611,19,0.01570048309178744,0.0053046789989118605,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,VERB,publish,1,1177,3611,1,0.0012077294685990338,0.00040805223068552776,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,VERB,suggest,6,1177,3611,6,0.005233494363929146,0.0017682263329706202,1.0851022209821535
"Art, design, crafts",AUTHORSHIP,VERB,upload,11,1177,3611,11,0.009259259259259259,0.003128400435255713,1.0851022209821535
"Art, design, crafts",CONTROL,NOUN,control,13,304,3611,13,0.036585365853658534,0.00367247007616975,2.2987838394350506
"Art, design, crafts",CONTROL,NOUN,decision,19,304,3611,19,0.052845528455284556,0.0053046789989118605,2.2987838394350506
"Art, design, crafts",CONTROL,NOUN,direction,15,304,3611,15,0.04200542005420054,0.0042165397170837865,2.2987838394350506
"Art, design, crafts",CONTROL,NOUN,editing,28,304,3611,28,0.07723577235772358,0.007752992383025027,2.2987838394350506
"Art, design, crafts",CONTROL,NOUN,feedback,7,304,3611,7,0.02032520325203252,0.002040261153427639,2.29878383943505
"Art, design, crafts",CONTROL,NOUN,track,7,304,3611,7,0.02032520325203252,0.002040261153427639,2.29878383943505
"Art, design, crafts",CONTROL,VERB,keep,26,304,3611,26,0.07181571815718157,0.00720892274211099,2.298783839435051
"Art, design, crafts",CONTROL,VERB,allow,23,304,3611,23,0.06368563685636856,0.0063928182807399345,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,check,8,304,3611,8,0.023035230352303523,0.002312295973884657,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,choose,9,304,3611,9,0.025745257452574527,0.002584330794341676,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,edit,30,304,3611,30,0.08265582655826559,0.008297062023939063,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,follow,13,304,3611,13,0.036585365853658534,0.00367247007616975,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,guide,3,304,3611,3,0.009485094850948509,0.0009521218715995648,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,lead,13,304,3611,13,0.036585365853658534,0.00367247007616975,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,let,23,304,3611,23,0.06368563685636856,0.0063928182807399345,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,lose,8,304,3611,8,0.023035230352303523,0.002312295973884657,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,manage,4,304,3611,4,0.012195121951219513,0.0012241566920565832,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,plan,13,304,3611,13,0.036585365853658534,0.00367247007616975,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,worry,8,304,3611,8,0.023035230352303523,0.002312295973884657,2.2987838394350506
"Art, design, crafts",CONTROL,VERB,decide,10,304,3611,10,0.028455284552845527,0.002856365614798694,2.29878383943505
"Art, design, crafts",CONTROL,VERB,drive,18,304,3611,18,0.05013550135501355,0.005032644178454842,2.29878383943505
"Art, design, crafts",CONTROL,VERB,direct,6,304,3611,6,0.017615176151761516,0.0017682263329706202,2.2987838394350497
"Art, design, crafts",IDEATION,NOUN,planning,9,513,3611,9,0.01643598615916955,0.002584330794341676,1.8500066148032008
"Art, design, crafts",IDEATION,NOUN,brainstorming,13,513,3611,13,0.023356401384083045,0.00367247007616975,1.8500066148032004
"Art, design, crafts",IDEATION,NOUN,creativity,22,513,3611,22,0.03892733564013841,0.006120783460282916,1.8500066148032004
"Art, design, crafts",IDEATION,NOUN,idea,165,513,3611,165,0.28633217993079585,0.04502176278563656,1.8500066148032004
"Art, design, crafts",IDEATION,NOUN,mind,14,513,3611,14,0.025086505190311418,0.003944504896626768,1.8500066148032004
"Art, design, crafts",IDEATION,NOUN,concept,29,513,3611,29,0.05103806228373702,0.008025027203482046,1.8500066148032
"Art, design, crafts",IDEATION,NOUN,inspiration,24,513,3611,24,0.04238754325259515,0.006664853101196953,1.8500066148032
"Art, design, crafts",IDEATION,NOUN,stage,6,513,3611,6,0.01124567474048443,0.0017682263329706202,1.8500066148032
"Art, design, crafts",IDEATION,NOUN,suggestion,17,513,3611,17,0.03027681660899654,0.004760609357997824,1.8500066148032
"Art, design, crafts",IDEATION,NOUN,thinking,5,513,3611,5,0.009515570934256055,0.0014961915125136017,1.8500066148032
"Art, design, crafts",IDEATION,NOUN,thought,10,513,3611,10,0.018166089965397925,0.002856365614798694,1.8500066148032
"Art, design, crafts",IDEATION,VERB,develop,11,513,3611,11,0.019896193771626297,0.003128400435255713,1.8500066148032004
"Art, design, crafts",IDEATION,VERB,refine,13,513,3611,13,0.023356401384083045,0.00367247007616975,1.8500066148032004
"Art, design, crafts",IDEATION,VERB,think,109,513,3611,109,0.1894463667820069,0.029787812840043525,1.8500066148032002
"Art, design, crafts",IDEATION,VERB,brainstorm,18,513,3611,18,0.03200692041522491,0.005032644178454842,1.8500066148032
"Art, design, crafts",IDEATION,VERB,explore,7,513,3611,7,0.012975778546712802,0.002040261153427639,1.8500066148032
"Art, design, crafts",IDEATION,VERB,figure,6,513,3611,6,0.01124567474048443,0.0017682263329706202,1.8500066148032
"Art, design, crafts",IDEATION,VERB,identify,3,513,3611,3,0.006055363321799308,0.0009521218715995648,1.8500066148032
"Art, design, crafts",IDEATION,VERB,imagine,5,513,3611,5,0.009515570934256055,0.0014961915125136017,1.8500066148032
"Art, design, crafts",IDEATION,VERB,prepare,3,513,3611,3,0.006055363321799308,0.0009521218715995648,1.8500066148032
"Art, design, crafts",IDEATION,VERB,research,24,513,3611,24,0.04238754325259515,0.006664853101196953,1.8500066148032
Audiovisual,AI_USE,NOUN,chat,1,570,1315,1,0.002362204724409449,0.0010869565217391304,0.7762137792585593
Audiovisual,AI_USE,NOUN,llm,10,570,1315,10,0.01653543307086614,0.007608695652173913,0.7762137792585593
Audiovisual,AI_USE,NOUN,ai,148,570,1315,148,0.23385826771653542,0.10760869565217392,0.7762137792585588
Audiovisual,AI_USE,NOUN,model,14,570,1315,14,0.02283464566929134,0.010507246376811594,0.7762137792585588
Audiovisual,AI_USE,NOUN,time,44,570,1315,44,0.07007874015748032,0.0322463768115942,0.7762137792585588
Audiovisual,AI_USE,NOUN,tool,50,570,1315,50,0.07952755905511812,0.036594202898550726,0.7762137792585588
Audiovisual,AI_USE,NOUN,assistant,5,570,1315,5,0.008661417322834646,0.003985507246376811,0.7762137792585584
Audiovisual,AI_USE,NOUN,chatgpt,8,570,1315,8,0.013385826771653543,0.006159420289855073,0.7762137792585584
Audiovisual,AI_USE,NOUN,collaboration,3,570,1315,3,0.005511811023622047,0.002536231884057971,0.7762137792585584
Audiovisual,AI_USE,NOUN,software,2,570,1315,2,0.003937007874015748,0.0018115942028985507,0.7762137792585584
Audiovisual,AI_USE,NOUN,system,3,570,1315,3,0.005511811023622047,0.002536231884057971,0.7762137792585584
Audiovisual,AI_USE,VERB,act,1,570,1315,1,0.002362204724409449,0.0010869565217391304,0.7762137792585593
Audiovisual,AI_USE,VERB,lean,1,570,1315,1,0.002362204724409449,0.0010869565217391304,0.7762137792585593
Audiovisual,AI_USE,VERB,prompt,7,570,1315,7,0.011811023622047244,0.005434782608695652,0.7762137792585593
Audiovisual,AI_USE,VERB,spend,10,570,1315,10,0.01653543307086614,0.007608695652173913,0.7762137792585593
Audiovisual,AI_USE,VERB,train,1,570,1315,1,0.002362204724409449,0.0010869565217391304,0.7762137792585593
Audiovisual,AI_USE,VERB,utilize,1,570,1315,1,0.002362204724409449,0.0010869565217391304,0.7762137792585593
Audiovisual,AI_USE,VERB,ask,23,570,1315,23,0.03700787401574803,0.017028985507246377,0.7762137792585588
Audiovisual,AI_USE,VERB,help,42,570,1315,42,0.06692913385826772,0.030797101449275364,0.7762137792585588
Audiovisual,AI_USE,VERB,look,21,570,1315,21,0.03385826771653543,0.015579710144927537,0.7762137792585588
Audiovisual,AI_USE,VERB,assist,3,570,1315,3,0.005511811023622047,0.002536231884057971,0.7762137792585584
Audiovisual,AI_USE,VERB,automate,5,570,1315,5,0.008661417322834646,0.003985507246376811,0.7762137792585584
Audiovisual,AI_USE,VERB,clean,3,570,1315,3,0.005511811023622047,0.002536231884057971,0.7762137792585584
Audiovisual,AI_USE,VERB,cut,2,570,1315,2,0.003937007874015748,0.0018115942028985507,0.7762137792585584
Audiovisual,AI_USE,VERB,engage,2,570,1315,2,0.003937007874015748,0.0018115942028985507,0.7762137792585584
Audiovisual,AI_USE,VERB,fill,3,570,1315,3,0.005511811023622047,0.002536231884057971,0.7762137792585584
Audiovisual,AI_USE,VERB,integrate,3,570,1315,3,0.005511811023622047,0.002536231884057971,0.7762137792585584
Audiovisual,AI_USE,VERB,love,2,570,1315,2,0.003937007874015748,0.0018115942028985507,0.7762137792585584
Audiovisual,AI_USE,VERB,prefer,3,570,1315,3,0.005511811023622047,0.002536231884057971,0.7762137792585584
Audiovisual,AI_USE,VERB,reach,8,570,1315,8,0.013385826771653543,0.006159420289855073,0.7762137792585584
Audiovisual,AI_USE,VERB,rely,3,570,1315,3,0.005511811023622047,0.002536231884057971,0.7762137792585584
Audiovisual,AI_USE,VERB,save,5,570,1315,5,0.008661417322834646,0.003985507246376811,0.7762137792585584
Audiovisual,AI_USE,VERB,tell,8,570,1315,8,0.013385826771653543,0.006159420289855073,0.7762137792585584
Audiovisual,AI_USE,VERB,turn,3,570,1315,3,0.005511811023622047,0.002536231884057971,0.7762137792585584
Audiovisual,AI_USE,VERB,use,122,570,1315,122,0.19291338582677164,0.08876811594202899,0.7762137792585584
Audiovisual,AUTHORSHIP,NOUN,art,18,468,1315,18,0.03470919324577861,0.013405797101449275,0.9513173539854063
Audiovisual,AUTHORSHIP,NOUN,article,2,468,1315,2,0.004690431519699813,0.0018115942028985507,0.9513173539854058
Audiovisual,AUTHORSHIP,NOUN,blog,2,468,1315,2,0.004690431519699813,0.0018115942028985507,0.9513173539854058
Audiovisual,AUTHORSHIP,NOUN,book,2,468,1315,2,0.004690431519699813,0.0018115942028985507,0.9513173539854058
