transcript_id,section,sent_id,dep_word_id,head,deprel,dep_lemma,dep_text,verb_word_id,verb_lemma,verb_category,edge_role,group,long_cluster
creativity_0021,basic_job_description,2,7,4,obj,story,story,4,write,AUTHORSHIP,OBJECT,Fiction writing,0
creativity_0021,basic_job_description,3,18,16,obj,idea,idea,16,develop,IDEATION,OBJECT,Fiction writing,0
creativity_0021,walkthrough,1,1,4,nsubj,i,I,4,use,AI_USE,SUBJECT,Fiction writing,0
creativity_0021,walkthrough,1,5,4,obj,ai,AI,4,use,AI_USE,OBJECT,Fiction writing,0
creativity_0021,walkthrough,1,12,11,obj,i,me,11,help,AI_USE,OBJECT,Fiction writing,0
creativity_0021,walkthrough,2,1,2,nsubj,i,I,2,prefer,AI_USE,SUBJECT,Fiction writing,0
creativity_0021,walkthrough,4,13,12,obj,link,links,12,check,CONTROL,OBJECT,Fiction writing,0
creativity_0021,project_example,1,12,10,obj,fi,fi,10,write,AUTHORSHIP,OBJECT,Fiction writing,0
creativity_0021,project_example,2,1,3,nsubj,i,I,3,develop,IDEATION,SUBJECT,Fiction writing,0
creativity_0021,project_example,2,5,3,obj,planet,planet,3,develop,IDEATION,OBJECT,Fiction writing,0
creativity_0021,project_example,2,31,32,nsubj,i,I,32,ask,AI_USE,SUBJECT,Fiction writing,0
creativity_0021,project_example,2,33,32,iobj,ai,AI,32,ask,AI_USE,OBJECT,Fiction writing,0
creativity_0021,project_example,2,36,35,obj,i,me,35,help,AI_USE,OBJECT,Fiction writing,0
creativity_0021,project_example,2,64,69,obj,which,which,69,think,IDEATION,OBJECT,Fiction writing,0
creativity_0021,project_example,2,65,69,nsubj,i,I,69,think,IDEATION,SUBJECT,Fiction writing,0
creativity_0021,project_example,3,29,31,nsubj,it,it,31,tell,AI_USE,SUBJECT,Fiction writing,0
creativity_0021,project_example,3,32,31,iobj,i,me,31,tell,AI_USE,OBJECT,Fiction writing,0
creativity_0021,project_example,4,15,19,nsubj,i,I,19,think,IDEATION,SUBJECT,Fiction writing,0
creativity_0021,dynamic,2,1,2,nsubj,i,I,2,use,AI_USE,SUBJECT,Fiction writing,0
creativity_0021,dynamic,2,4,2,obj,response,responses,2,use,AI_USE,OBJECT,Fiction writing,0
creativity_0021,dynamic,2,8,9,nsubj,i,I,9,use,AI_USE,SUBJECT,Fiction writing,0
creativity_0021,dynamic,2,12,9,obj,piece,piece,9,use,AI_USE,OBJECT,Fiction writing,0
creativity_0021,changed_aspects,1,1,2,nsubj,i,I,2,spend,AI_USE,SUBJECT,Fiction writing,0
creativity_0021,changed_aspects,1,4,2,obj,time,time,2,spend,AI_USE,OBJECT,Fiction writing,0
creativity_0021,changed_aspects,2,60,59,obj,ai,AI,59,use,AI_USE,OBJECT,Fiction writing,0
creativity_0021,concerns,3,16,17,nsubj,reader,readers,17,think,IDEATION,SUBJECT,Fiction writing,0
creativity_0022,basic_job_description,1,8,5,obj,workshop,workshops,5,design,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,2,7,8,nsubj,i,I,8,develop,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,2,9,8,obj,presentation,presentations,8,develop,IDEATION,OBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,4,31,32,nsubj,i,I,32,create,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,4,34,32,obj,suite,suite,32,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,4,36,32,obj,type,type,32,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,4,39,40,nsubj,i,I,40,design,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,5,27,26,obj,this,this,26,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,5,30,29,obj,product,products,29,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,6,9,8,obj,documentation,documentation,8,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,8,1,4,nsubj:pass,i,I,4,engage,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,8,19,15,obj,file,files,15,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,basic_job_description,8,23,22,obj,staff,staff,22,engage,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,1,1,2,nsubj,i,I,2,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,1,3,2,obj,ai,AI,2,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,2,14,16,nsubj,i,I,16,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,2,19,16,obj,tool,tool,16,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,2,23,21,obj,approach,approaches,21,brainstorm,IDEATION,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,3,1,3,nsubj,i,I,3,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,3,4,3,obj,ai,AI,3,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,3,8,6,obj,image,images,6,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,4,1,2,nsubj,i,I,2,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,4,3,2,obj,ai,AI,2,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,4,11,15,nsubj,i,I,15,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,4,17,15,obj,video,videos,15,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,5,6,8,nsubj,i,I,8,generate,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,5,12,8,obj,video,video,8,generate,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,6,1,4,nsubj,i,I,4,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,6,8,4,obj,tool,tools,4,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,7,1,3,nsubj,i,I,3,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,7,4,3,obj,ai,AI,3,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,8,1,3,nsubj,i,I,3,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,walkthrough,8,5,3,obj,tool,tools,3,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,1,5,6,nsubj,i,I,6,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,1,7,6,obj,ai,AI,6,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,1,11,9,obj,learning,learning,9,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,2,3,6,nsubj:pass,location,location,6,manage,CONTROL,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,2,17,14,obj,step,steps,14,follow,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,3,1,3,nsubj:pass,i,I,3,ask,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,3,7,5,obj,file,files,5,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,3,8,11,nsubj:pass,that,that,11,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,3,20,16,obj,member,members,16,train,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,4,4,5,nsubj,i,I,5,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,4,7,5,obj,software,software,5,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,5,1,5,csubj,use,Using,5,allow,CONTROL,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,5,4,1,obj,software,software,1,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,5,6,5,obj,i,me,5,allow,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,5,23,21,obj,reality,reality,21,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,6,1,3,nsubj,i,I,3,love,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,6,6,3,obj,option,options,3,love,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,6,16,10,obj,platform,platform,10,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,8,27,25,obj,file,files,25,produce,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,10,10,11,nsubj,which,which,11,keep,CONTROL,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,10,12,11,obj,i,me,11,keep,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,10,28,29,nsubj,it,it,29,keep,CONTROL,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,10,30,29,obj,i,me,29,keep,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,12,16,14,obj,content,content,14,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,12,26,22,obj,tool,tool,22,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,13,1,2,nsubj,this,This,2,save,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,13,3,2,iobj,i,me,2,save,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,13,4,2,obj,time,time,2,save,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,13,5,6,nsubj,which,which,6,allow,CONTROL,SUBJECT,"Art, design, crafts",1
creativity_0022,project_example,13,7,6,iobj,i,me,6,allow,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0022,project_example,13,14,12,obj,content,content,12,produce,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,dynamic,3,6,8,nsubj,i,I,8,drive,CONTROL,SUBJECT,"Art, design, crafts",1
creativity_0022,dynamic,3,10,8,obj,collaboration,collaboration,8,drive,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0022,dynamic,5,10,9,obj,what,what,9,decide,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0022,dynamic,6,1,2,nsubj,i,I,2,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0022,dynamic,7,37,36,obj,it,it,36,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,5,3,obj,photo,photos,3,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,14,12,obj,editing,editing,12,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,20,23,nsubj,i,I,23,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,25,23,obj,tool,tools,23,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,26,27,nsubj,that,that,27,create,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,28,27,obj,what,what,27,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,38,37,obj,something,something,37,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,1,53,50,obj,image,image,50,produce,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,2,1,4,nsubj,that,That,4,help,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,2,6,4,obj,lot,lot,4,help,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,3,1,2,nsubj,i,I,2,save,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,changed_aspects,3,3,2,obj,time,time,2,save,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,concerns,1,3,4,nsubj,i,I,4,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0022,concerns,2,18,17,obj,what,what,17,identify,IDEATION,OBJECT,"Art, design, crafts",1
creativity_0022,concerns,3,22,25,nsubj:pass,it,it,25,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,concerns,3,30,25,obl:agent,ai,AI,25,use,AI_USE,AGENT,"Art, design, crafts",1
creativity_0022,concerns,4,8,7,obj,track,track,7,keep,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0022,concerns,4,12,14,nsubj:pass,work,work,14,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,concerns,4,16,14,obl:agent,other,others,14,use,AI_USE,AGENT,"Art, design, crafts",1
creativity_0022,concerns,7,2,8,nsubj:pass,much,much,8,drive,CONTROL,SUBJECT,"Art, design, crafts",1
creativity_0022,concerns,7,15,16,nsubj,i,I,16,worry,CONTROL,SUBJECT,"Art, design, crafts",1
creativity_0022,concerns,8,6,5,obj,ai,AI,5,develop,IDEATION,OBJECT,"Art, design, crafts",1
creativity_0022,future,1,1,2,nsubj,i,I,2,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0022,future,3,5,7,nsubj,you,you,7,tell,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0022,future,3,8,7,iobj,i,me,7,tell,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0022,future,3,9,11,nsubj,i,I,11,produce,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0022,future,3,13,11,obj,file,files,11,produce,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,future,5,30,29,obj,product,products,29,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0022,extra_comments,1,3,4,nsubj,i,I,4,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0023,basic_job_description,1,1,2,nsubj,i,I,2,create,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0023,basic_job_description,1,4,2,obj,content,content,2,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,basic_job_description,2,16,15,obj,video,video,15,explore,IDEATION,OBJECT,"Art, design, crafts",1
creativity_0023,walkthrough,1,1,2,nsubj,i,I,2,generate,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0023,walkthrough,1,3,2,obj,prompt,prompts,2,generate,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,walkthrough,2,1,3,nsubj,i,I,3,generate,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0023,walkthrough,2,5,3,obj,lot,lot,3,generate,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,walkthrough,3,1,2,nsubj,i,I,2,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0023,walkthrough,3,3,2,obj,platform,platforms,2,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0023,walkthrough,3,10,5,obj,image,image,5,generate,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,project_example,1,6,4,obj,tagline,tagline,4,generate,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,project_example,4,12,10,obj,tagline,tagline,10,generate,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,project_example,5,15,12,obj,option,options,12,explore,IDEATION,OBJECT,"Art, design, crafts",1
creativity_0023,dynamic,1,7,9,nsubj,i,I,9,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0023,dynamic,2,1,2,nsubj,i,I,2,prefer,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0023,dynamic,2,3,2,obj,chatbot,chatbots,2,prefer,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0023,dynamic,2,7,5,obj,question,questions,5,follow,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0023,dynamic,3,15,16,nsubj,i,I,16,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0023,changed_aspects,1,1,2,nsubj,i,I,2,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0023,changed_aspects,2,7,8,nsubj,ai,AI,8,help,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0023,changed_aspects,2,9,8,obj,i,me,8,help,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0023,changed_aspects,3,1,2,nsubj,i,I,2,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0023,changed_aspects,3,17,20,nsubj,i,I,20,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0023,changed_aspects,3,22,20,obj,model,models,20,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0023,changed_aspects,5,1,2,nsubj,i,I,2,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0023,concerns,2,35,34,obj,it,it,34,write,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,concerns,2,36,34,obj,ourselves,ourselves,34,write,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,concerns,3,14,12,obj,brief,briefs,12,write,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,future,2,17,15,obj,image,images,15,generate,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0023,future,3,1,3,nsubj,i,I,3,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0023,future,4,1,2,nsubj,i,I,2,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0024,basic_job_description,2,1,3,nsubj,i,I,3,write,AUTHORSHIP,SUBJECT,Content writing,2
creativity_0024,basic_job_description,2,7,3,obj,couple,couple,3,write,AUTHORSHIP,OBJECT,Content writing,2
creativity_0024,basic_job_description,2,31,28,obl:agent,author,authors,28,write,AUTHORSHIP,AGENT,Content writing,2
creativity_0024,basic_job_description,3,28,27,obj,they,them,27,help,AI_USE,OBJECT,Content writing,2
creativity_0024,basic_job_description,3,31,29,obj,how,how,29,figure,IDEATION,OBJECT,Content writing,2
creativity_0024,basic_job_description,3,67,69,nsubj,one,one,69,design,AUTHORSHIP,SUBJECT,Content writing,2
creativity_0024,basic_job_description,4,27,29,nsubj,i,I,29,design,AUTHORSHIP,SUBJECT,Content writing,2
creativity_0024,basic_job_description,4,31,29,obj,cover,cover,29,design,AUTHORSHIP,OBJECT,Content writing,2
creativity_0024,basic_job_description,4,34,33,obj,it,it,33,publish,AUTHORSHIP,OBJECT,Content writing,2
creativity_0024,walkthrough,1,7,9,nsubj,i,I,9,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,walkthrough,1,10,9,obj,ai,AI,9,use,AI_USE,OBJECT,Content writing,2
creativity_0024,walkthrough,1,39,44,nsubj:pass,that,that,44,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,walkthrough,1,47,49,nsubj,i,I,49,write,AUTHORSHIP,SUBJECT,Content writing,2
creativity_0024,walkthrough,3,2,5,nsubj,i,I,5,reach,AI_USE,SUBJECT,Content writing,2
creativity_0024,walkthrough,4,30,32,nsubj,i,I,32,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,walkthrough,4,33,32,obj,ai,AI,32,use,AI_USE,OBJECT,Content writing,2
creativity_0024,walkthrough,5,15,17,nsubj,i,I,17,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,walkthrough,5,18,17,obj,ai,AI,17,use,AI_USE,OBJECT,Content writing,2
creativity_0024,walkthrough,5,23,21,obj,work,work,21,check,CONTROL,OBJECT,Content writing,2
creativity_0024,walkthrough,7,1,5,nsubj,i,I,5,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,walkthrough,7,6,5,obj,it,it,5,use,AI_USE,OBJECT,Content writing,2
creativity_0024,walkthrough,7,17,16,obj,some,some,16,incorporate,AI_USE,OBJECT,Content writing,2
creativity_0024,project_example,2,2,4,nsubj,i,I,4,tell,AI_USE,SUBJECT,Content writing,2
creativity_0024,project_example,2,5,4,iobj,you,you,4,tell,AI_USE,OBJECT,Content writing,2
creativity_0024,project_example,2,27,25,obj,how,how,25,figure,IDEATION,OBJECT,Content writing,2
creativity_0024,project_example,2,31,29,obj,devotional,devotionals,29,organize,AI_USE,OBJECT,Content writing,2
creativity_0024,project_example,3,7,10,obj,which,which,10,write,AUTHORSHIP,OBJECT,Content writing,2
creativity_0024,project_example,3,8,10,nsubj,i,I,10,write,AUTHORSHIP,SUBJECT,Content writing,2
creativity_0024,project_example,3,47,48,nsubj,i,I,48,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,project_example,4,60,61,nsubj,god,God,61,allow,CONTROL,SUBJECT,Content writing,2
creativity_0024,project_example,4,62,61,obj,illness,illness,61,allow,CONTROL,OBJECT,Content writing,2
creativity_0024,project_example,4,68,69,nsubj,he,He,69,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,project_example,4,70,69,obj,it,it,69,use,AI_USE,OBJECT,Content writing,2
creativity_0024,project_example,4,80,83,nsubj,god,God,83,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,project_example,4,84,83,obj,we,us,83,use,AI_USE,OBJECT,Content writing,2
creativity_0024,project_example,5,16,14,obj,devotional,devotionals,14,organize,AI_USE,OBJECT,Content writing,2
creativity_0024,dynamic,1,14,16,nsubj,i,I,16,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,dynamic,1,27,31,nsubj,i,I,31,think,IDEATION,SUBJECT,Content writing,2
creativity_0024,changed_aspects,1,17,18,nsubj,i,I,18,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,changed_aspects,2,11,7,obj,time,time,7,spend,AI_USE,OBJECT,Content writing,2
creativity_0024,changed_aspects,3,23,25,nsubj,i,I,25,tell,AI_USE,SUBJECT,Content writing,2
creativity_0024,changed_aspects,3,26,25,iobj,it,it,25,tell,AI_USE,OBJECT,Content writing,2
creativity_0024,changed_aspects,3,27,25,obj,what,what,25,tell,AI_USE,OBJECT,Content writing,2
creativity_0024,changed_aspects,3,86,88,nsubj,that,that,88,help,AI_USE,SUBJECT,Content writing,2
creativity_0024,changed_aspects,3,89,88,obj,i,me,88,help,AI_USE,OBJECT,Content writing,2
creativity_0024,concerns,2,31,29,iobj,be,ai,29,tell,AI_USE,OBJECT,Content writing,2
creativity_0024,concerns,2,35,33,obj,chapter,chapter,33,write,AUTHORSHIP,OBJECT,Content writing,2
creativity_0024,concerns,2,42,44,nsubj,it,it,44,write,AUTHORSHIP,SUBJECT,Content writing,2
creativity_0024,concerns,2,47,44,obj,book,book,44,write,AUTHORSHIP,OBJECT,Content writing,2
creativity_0024,concerns,3,4,6,nsubj,that,that,6,lead,CONTROL,SUBJECT,Content writing,2
creativity_0024,concerns,4,8,11,nsubj:pass,it,it,11,use,AI_USE,SUBJECT,Content writing,2
creativity_0024,concerns,4,55,54,obj,something,something,54,write,AUTHORSHIP,OBJECT,Content writing,2
creativity_0024,future,2,22,26,nsubj,i,I,26,think,IDEATION,SUBJECT,Content writing,2
creativity_0024,future,2,35,32,obj,royalty,royalties,32,publish,AUTHORSHIP,OBJECT,Content writing,2
creativity_0024,future,2,38,41,nsubj:pass,that,that,41,produce,AUTHORSHIP,SUBJECT,Content writing,2
creativity_0024,future,2,43,41,obl:agent,ai,AI,41,produce,AUTHORSHIP,AGENT,Content writing,2
creativity_0024,future,3,41,40,obj,themselves,themselves,40,create,AUTHORSHIP,OBJECT,Content writing,2
creativity_0024,future,4,35,34,obj,ai,AI,34,use,AI_USE,OBJECT,Content writing,2
creativity_0024,future,4,53,51,obj,work,work,51,check,CONTROL,OBJECT,Content writing,2
creativity_0024,extra_comments,1,3,5,nsubj,i,I,5,think,IDEATION,SUBJECT,Content writing,2
creativity_0025,basic_job_description,3,9,10,nsubj,i,I,10,write,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0025,basic_job_description,3,11,10,obj,story,stories,10,write,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0025,walkthrough,1,1,4,nsubj,i,I,4,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0025,walkthrough,1,5,4,obj,ai,AI,4,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0025,walkthrough,2,1,3,nsubj,i,I,3,use,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0025,walkthrough,2,4,3,obj,it,it,3,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0025,walkthrough,2,7,6,obj,thing,things,6,edit,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0025,walkthrough,2,8,11,obj,that,that,11,write,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0025,walkthrough,2,9,11,nsubj,i,I,11,write,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0025,walkthrough,3,12,14,nsubj,it,it,14,help,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0025,walkthrough,3,15,14,obj,i,me,14,help,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0025,project_example,2,21,20,obj,something,something,20,paint,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0025,project_example,3,1,2,nsubj,i,I,2,upload,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0025,project_example,3,4,2,obj,image,image,2,upload,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0025,project_example,3,17,15,iobj,ai,AI,15,ask,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0025,project_example,3,32,31,iobj,i,me,31,tell,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0025,project_example,3,34,31,obj,name,names,31,tell,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0025,dynamic,1,1,4,nsubj,i,I,4,drive,CONTROL,SUBJECT,"Art, design, crafts",1
creativity_0025,dynamic,1,7,4,obj,decision,decisions,4,drive,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0025,dynamic,2,10,12,nsubj,ai,AI,12,help,AI_USE,SUBJECT,"Art, design, crafts",1
creativity_0025,dynamic,2,13,12,obj,i,me,12,help,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0025,dynamic,3,8,6,obj,creativity,creativity,6,keep,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0025,dynamic,3,9,6,obj,my,mine,6,keep,CONTROL,OBJECT,"Art, design, crafts",1
creativity_0025,dynamic,4,16,15,obj,ai,AI,15,use,AI_USE,OBJECT,"Art, design, crafts",1
creativity_0025,concerns,2,3,4,nsubj,human,humans,4,create,AUTHORSHIP,SUBJECT,"Art, design, crafts",1
creativity_0025,concerns,2,7,4,obj,thing,things,4,create,AUTHORSHIP,OBJECT,"Art, design, crafts",1
creativity_0025,concerns,2,8,10,nsubj,person,people,10,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0025,extra_comments,1,1,4,nsubj,i,I,4,think,IDEATION,SUBJECT,"Art, design, crafts",1
creativity_0026,basic_job_description,6,1,6,nsubj,i,I,6,write,AUTHORSHIP,SUBJECT,Fiction writing,0
creativity_0026,basic_job_description,6,7,6,obj,it,it,6,write,AUTHORSHIP,OBJECT,Fiction writing,0
creativity_0026,walkthrough,1,17,19,nsubj,i,I,19,use,AI_USE,SUBJECT,Fiction writing,0
creativity_0026,walkthrough,1,20,19,obj,ai,AI,19,use,AI_USE,OBJECT,Fiction writing,0
creativity_0026,walkthrough,2,13,11,obj,question,question,11,ask,AI_USE,OBJECT,Fiction writing,0
creativity_0026,walkthrough,4,16,17,nsubj,it,it,17,save,AI_USE,SUBJECT,Fiction writing,0
creativity_0026,walkthrough,4,18,17,iobj,i,me,17,save,AI_USE,OBJECT,Fiction writing,0
creativity_0026,walkthrough,4,19,17,obj,time,time,17,save,AI_USE,OBJECT,Fiction writing,0
creativity_0026,walkthrough,4,37,39,nsubj,i,I,39,look,AI_USE,SUBJECT,Fiction writing,0
