group,category,pos_group_cb,lemma,token_count
Fiction writing,CONTROL,VERB,decide,7
Fiction writing,CONTROL,VERB,determine,7
Fiction writing,CONTROL,VERB,guide,6
Fiction writing,IDEATION,NOUN,use,263
Fiction writing,IDEATION,NOUN,idea,99
Fiction writing,IDEATION,NOUN,sound,37
Fiction writing,IDEATION,NOUN,editing,27
Fiction writing,IDEATION,NOUN,area,22
Fiction writing,IDEATION,NOUN,etc.,21
Fiction writing,IDEATION,NOUN,concept,19
Fiction writing,IDEATION,NOUN,style,17
Fiction writing,IDEATION,NOUN,reader,15
Fiction writing,IDEATION,NOUN,term,14
Fiction writing,IDEATION,VERB,have,397
Fiction writing,IDEATION,VERB,like,133
Fiction writing,IDEATION,VERB,think,112
Fiction writing,IDEATION,VERB,get,105
Fiction writing,IDEATION,VERB,research,86
Fiction writing,IDEATION,VERB,give,59
Fiction writing,IDEATION,VERB,come,57
Fiction writing,IDEATION,VERB,find,49
Fiction writing,IDEATION,VERB,start,41
Fiction writing,IDEATION,VERB,tell,36
Mix,AI_USE,NOUN,ai,191
Mix,AI_USE,NOUN,model,56
Mix,AI_USE,NOUN,help,53
Mix,AI_USE,NOUN,creative,42
Mix,AI_USE,NOUN,time,41
Mix,AI_USE,NOUN,process,34
Mix,AI_USE,NOUN,lot,31
Mix,AI_USE,NOUN,edit,28
Mix,AI_USE,NOUN,need,28
Mix,AI_USE,NOUN,one,27
Mix,AI_USE,VERB,use,141
Mix,AI_USE,VERB,do,114
Mix,AI_USE,VERB,help,53
Mix,AI_USE,VERB,generate,38
Mix,AI_USE,VERB,feel,35
Mix,AI_USE,VERB,ask,30
Mix,AI_USE,VERB,take,29
Mix,AI_USE,VERB,say,28
Mix,AI_USE,VERB,want,28
Mix,AI_USE,VERB,know,25
Mix,AUTHORSHIP,NOUN,work,81
Mix,AUTHORSHIP,NOUN,image,55
Mix,AUTHORSHIP,NOUN,thing,33
Mix,AUTHORSHIP,NOUN,person,25
Mix,AUTHORSHIP,NOUN,writing,24
Mix,AUTHORSHIP,NOUN,video,23
Mix,AUTHORSHIP,NOUN,story,21
Mix,AUTHORSHIP,NOUN,article,19
Mix,AUTHORSHIP,NOUN,content,19
Mix,AUTHORSHIP,NOUN,project,19
Mix,AUTHORSHIP,VERB,be,465
Mix,AUTHORSHIP,VERB,work,81
Mix,AUTHORSHIP,VERB,create,40
Mix,AUTHORSHIP,VERB,go,31
Mix,AUTHORSHIP,VERB,edit,28
Mix,AUTHORSHIP,VERB,need,28
Mix,AUTHORSHIP,VERB,write,24
Mix,AUTHORSHIP,VERB,change,19
Mix,AUTHORSHIP,VERB,put,13
Mix,AUTHORSHIP,VERB,add,12
Mix,CONTROL,NOUN,chat,12
Mix,CONTROL,NOUN,question,11
Mix,CONTROL,NOUN,decision,8
Mix,CONTROL,NOUN,experience,8
Mix,CONTROL,NOUN,media,8
Mix,CONTROL,NOUN,direction,5
Mix,CONTROL,NOUN,control,3
Mix,CONTROL,NOUN,flow,3
Mix,CONTROL,VERB,make,35
Mix,CONTROL,VERB,let,14
Mix,CONTROL,VERB,decide,6
Mix,CONTROL,VERB,drive,6
Mix,CONTROL,VERB,set,5
Mix,CONTROL,VERB,allow,4
Mix,CONTROL,VERB,choose,2
Mix,CONTROL,VERB,direct,2
Mix,CONTROL,VERB,manage,2
Mix,CONTROL,VERB,pick,2
Mix,IDEATION,NOUN,use,141
Mix,IDEATION,NOUN,idea,68
Mix,IDEATION,NOUN,sound,19
Mix,IDEATION,NOUN,editing,14
Mix,IDEATION,NOUN,etc.,9
Mix,IDEATION,NOUN,outline,7
Mix,IDEATION,NOUN,sort,7
Mix,IDEATION,NOUN,style,7
Mix,IDEATION,NOUN,fact,5
Mix,IDEATION,NOUN,tone,5
Mix,IDEATION,VERB,have,183
Mix,IDEATION,VERB,like,65
Mix,IDEATION,VERB,think,60
Mix,IDEATION,VERB,come,50
Mix,IDEATION,VERB,get,46
Mix,IDEATION,VERB,give,32
Mix,IDEATION,VERB,find,23
Mix,IDEATION,VERB,look,20
Mix,IDEATION,VERB,try,17
Mix,IDEATION,VERB,research,15
