category,radar_score_mean_topN,radar_score_sum_topN
AI_USE,0.8869383927043168,8.869383927043168
AUTHORSHIP,1.007639172547136,10.07639172547136
CONTROL,3.167067231076455,31.67067231076455
IDEATION,1.6178431409916165,16.178431409916165
